ts_code,forcast_close_line
000002.SZ,19.1492
000004.SZ,14.853999999999996
000005.SZ,1.988
000008.SZ,3.18374
000009.SZ,3.3748400000000003
000012.SZ,2.63718
000023.SZ,11.41014
000034.SZ,10.27075
000035.SZ,4.319
000040.SZ,4.63134
000042.SZ,8.406089999999999
000046.SZ,4.2692999999999985
000048.SZ,15.82
000060.SZ,3.05473
000062.SZ,9.527000000000001
000063.SZ,13.201999999999998
000078.SZ,3.1389400000000003
000100.SZ,2.07438
000157.SZ,2.78495
000158.SZ,4.48
000159.SZ,3.15812
000333.SZ,33.53259
000401.SZ,7.82838
000403.SZ,18.291
000407.SZ,2.8069999999999995
000408.SZ,6.51
000413.SZ,3.81703
000415.SZ,2.982
000419.SZ,3.556
000420.SZ,2.051
000425.SZ,2.8182
000426.SZ,3.99
000428.SZ,2.212
000429.SZ,4.817679999999998
000430.SZ,4.452
000488.SZ,4.60677
000498.SZ,3.528
000503.SZ,11.766999999999998
000509.SZ,2.226
000510.SZ,3.976
000516.SZ,4.168919999999999
000517.SZ,2.205
000518.SZ,2.9960000000000004
000525.SZ,8.33245
000534.SZ,8.16963
000538.SZ,57.715
000540.SZ,3.2816
000541.SZ,3.8869599999999997
000544.SZ,3.3675599999999997
000545.SZ,2.8629999999999995
000546.SZ,7.622719999999998
000547.SZ,6.9929999999999986
000555.SZ,9.356060000000001
000558.SZ,2.814
000560.SZ,4.1979000000000015
000564.SZ,2.023
000573.SZ,2.39925
000584.SZ,5.668740000000001
000585.SZ,1.4980000000000002
000586.SZ,6.376999999999999
000592.SZ,1.9180000000000001
000593.SZ,5.334
000597.SZ,9.127999999999998
000603.SZ,7.686
000605.SZ,6.8258399999999995
000605.SZ,6.8258399999999995
000606.SZ,5.292000000000001
000608.SZ,3.619
000609.SZ,3.85
000612.SZ,3.8360000000000003
000615.SZ,4.353999999999999
000620.SZ,3.67024
000623.SZ,13.317639999999999
000627.SZ,5.18
000632.SZ,3.094
000633.SZ,3.36
000639.SZ,4.15583
000652.SZ,2.66658
000656.SZ,5.2607800000000005
000661.SZ,123.28687
000665.SZ,3.7625
000667.SZ,1.981
000671.SZ,5.609380000000001
000672.SZ,8.995
000681.SZ,14.111999999999998
000683.SZ,2.1189
000686.SZ,7.059080000000001
000687.SZ,5.257000000000001
000688.SZ,8.03026
000690.SZ,5.47281
000691.SZ,2.891
000697.SZ,9.737
000700.SZ,2.45581
000703.SZ,10.18192
000707.SZ,2.135
000710.SZ,28.539
000712.SZ,9.653
000715.SZ,6.9379800000000005
000716.SZ,2.527
000718.SZ,2.46792
000720.SZ,2.625
000723.SZ,6.454
000732.SZ,6.00425
000735.SZ,5.155149999999999
000736.SZ,5.910729999999999
000739.SZ,4.63876
000761.SZ,2.78901
000762.SZ,5.152
000768.SZ,8.79683
000776.SZ,8.504999999999999
000782.SZ,3.0766400000000003
000783.SZ,5.292279999999999
000790.SZ,3.157
000792.SZ,4.571000000000001
000795.SZ,3.199
000796.SZ,4.431
000801.SZ,3.9621399999999993
000802.SZ,7.880319999999998
000809.SZ,1.9040000000000001
000810.SZ,4.794999999999999
000811.SZ,6.376019999999999
000812.SZ,2.716
000813.SZ,6.939379999999999
000819.SZ,7.805699999999999
000821.SZ,6.656999999999999
000823.SZ,5.20149
000826.SZ,8.5932
000829.SZ,4.172
000835.SZ,3.241
000838.SZ,2.7444900000000003
000839.SZ,2.765
000856.SZ,8.995
000861.SZ,1.81993
000863.SZ,3.20474
000881.SZ,4.865
000882.SZ,1.7919999999999998
000887.SZ,7.852249999999999
000889.SZ,7.942060000000001
000890.SZ,3.878
000893.SZ,5.082
000902.SZ,6.0918899999999985
000906.SZ,3.4755699999999994
000908.SZ,3.213
000910.SZ,9.15264
000912.SZ,3.15
000918.SZ,5.271
000922.SZ,5.516
000925.SZ,4.2349999999999985
000926.SZ,5.278
000931.SZ,4.137
000932.SZ,2.03399
000933.SZ,3.57511
000935.SZ,9.73
000936.SZ,3.61984
000937.SZ,2.70221
000938.SZ,19.7806
000949.SZ,2.2813
000950.SZ,3.7030000000000003
000959.SZ,3.08
000960.SZ,8.743
000961.SZ,6.698580000000001
000963.SZ,20.076420000000002
000967.SZ,5.23243
000972.SZ,1.7989999999999997
000975.SZ,8.143099999999999
000976.SZ,3.22
000976.SZ,3.22
000977.SZ,13.0081
000980.SZ,3.612
000989.SZ,7.52584
000990.SZ,10.83033
000996.SZ,6.0619999999999985
000997.SZ,10.21867
000998.SZ,11.60677
001696.SZ,4.00148
001979.SZ,14.36631
002002.SZ,4.36989
002003.SZ,5.30817
002004.SZ,3.31345
002006.SZ,4.039
002007.SZ,15.483649999999995
002008.SZ,24.121370000000002
002009.SZ,6.48697
002012.SZ,2.394
002014.SZ,4.69861
002015.SZ,4.137
002016.SZ,5.914929999999999
002019.SZ,8.768199999999998
002020.SZ,7.93933
002020.SZ,7.93933
002021.SZ,1.491
002022.SZ,8.593060000000001
002023.SZ,8.19
002024.SZ,9.29999
002029.SZ,5.14976
002031.SZ,1.7639999999999998
002033.SZ,4.03942
002034.SZ,9.72587
002035.SZ,8.666279999999999
002036.SZ,5.25686
002038.SZ,11.95635
002041.SZ,4.753
002042.SZ,3.41425
002043.SZ,4.68657
002044.SZ,9.797830000000001
002045.SZ,3.5038499999999995
002047.SZ,5.03531
002050.SZ,6.00117
002055.SZ,8.42184
002056.SZ,3.76649
002059.SZ,3.82186
002062.SZ,3.0555
002067.SZ,2.74183
002069.SZ,2.8
002071.SZ,2.919
002073.SZ,4.27
002074.SZ,9.52805
002075.SZ,5.9728900000000005
002076.SZ,2.226
002077.SZ,3.248
002078.SZ,5.06128
002083.SZ,4.69182
002085.SZ,6.416409999999999
002086.SZ,2.786
002087.SZ,3.06922
002089.SZ,1.855
002090.SZ,8.860949999999997
002092.SZ,6.23406
002093.SZ,5.6844199999999985
002094.SZ,4.018
002097.SZ,5.05134
002099.SZ,3.68746
002100.SZ,2.53057
002101.SZ,6.3266
002102.SZ,1.743
002103.SZ,3.661
002104.SZ,4.48
002108.SZ,2.95841
002111.SZ,8.575
002112.SZ,4.627
002114.SZ,5.837999999999999
002115.SZ,5.725999999999999
002117.SZ,5.850879999999999
002118.SZ,4.487
002119.SZ,6.02427
002120.SZ,21.35
002121.SZ,3.885
002121.SZ,3.885
002122.SZ,1.274
002123.SZ,9.562000000000001
002124.SZ,8.777999999999999
002125.SZ,4.7280099999999985
002126.SZ,6.278369999999999
002127.SZ,6.5379999999999985
002128.SZ,5.0539999999999985
002130.SZ,2.226
002131.SZ,1.4349999999999998
002132.SZ,2.667
002135.SZ,4.7247900000000005
002137.SZ,4.949
002138.SZ,13.054999999999998
002139.SZ,4.1746599999999985
002142.SZ,11.648769999999999
002145.SZ,2.15922
002146.SZ,8.065539999999999
002151.SZ,18.552310000000002
002154.SZ,2.46624
002156.SZ,6.58427
002157.SZ,14.254379999999998
002159.SZ,13.902000000000001
002160.SZ,2.84445
002161.SZ,5.3969999999999985
002162.SZ,2.471
002164.SZ,2.072
002165.SZ,3.26879
002166.SZ,5.62268
002167.SZ,5.928999999999999
002169.SZ,4.00281
002170.SZ,2.394
002171.SZ,4.634
002172.SZ,3.1710000000000003
002174.SZ,12.95
002175.SZ,1.4069999999999998
002176.SZ,3.388
002177.SZ,3.15
002180.SZ,20.7816
002182.SZ,5.45328
002183.SZ,3.86911
002191.SZ,9.63963
002192.SZ,13.292999999999996
002193.SZ,7.669199999999999
002195.SZ,2.51853
002196.SZ,4.823
002197.SZ,6.43545
002198.SZ,4.144
002199.SZ,6.1179999999999986
002200.SZ,4.725
002201.SZ,5.656000000000001
002202.SZ,9.21767
002203.SZ,7.445549999999999
002204.SZ,2.57628
002206.SZ,3.39381
002212.SZ,9.968
002214.SZ,6.0402999999999984
002215.SZ,5.404
002216.SZ,5.0242499999999986
002217.SZ,4.654579999999998
002218.SZ,2.31
002218.SZ,2.31
002221.SZ,6.237
002223.SZ,16.458889999999997
002224.SZ,5.00409
002225.SZ,3.8906
002228.SZ,3.68844
002229.SZ,6.073479999999999
002231.SZ,4.59305
002233.SZ,8.5141
002234.SZ,7.902999999999999
002235.SZ,6.783
002236.SZ,11.886
002237.SZ,7.32529
002239.SZ,1.596
002240.SZ,6.9369999999999985
002241.SZ,5.78837
002242.SZ,13.755
002244.SZ,2.8721
002245.SZ,3.04136
002249.SZ,2.94
002251.SZ,5.572349999999999
002253.SZ,10.2277
002255.SZ,2.8349999999999995
002261.SZ,3.8080000000000003
002262.SZ,7.8679999999999986
002266.SZ,3.40655
002269.SZ,2.128
002271.SZ,14.527729999999998
002272.SZ,3.5
002273.SZ,6.35082
002274.SZ,2.74064
002276.SZ,3.752
002278.SZ,4.297999999999999
002279.SZ,5.222
002280.SZ,2.842
002282.SZ,6.9139
002283.SZ,2.625
002284.SZ,3.969
002285.SZ,3.8966199999999995
002286.SZ,4.69406
002287.SZ,13.88464
002288.SZ,3.9410000000000003
002291.SZ,4.2559999999999985
002292.SZ,4.865
002293.SZ,7.120539999999999
002294.SZ,19.12659
002295.SZ,5.824839999999999
002296.SZ,4.627
002298.SZ,5.9933299999999985
002299.SZ,12.846889999999998
002301.SZ,7.482579999999999
002303.SZ,3.91118
002308.SZ,3.682
002309.SZ,5.8519999999999985
002310.SZ,4.7846400000000004
002311.SZ,20.83025
002312.SZ,2.7089999999999996
002313.SZ,12.06849
002315.SZ,11.004000000000001
002316.SZ,4.8580000000000005
002317.SZ,7.463329999999999
002318.SZ,5.443199999999999
002321.SZ,4.319
002322.SZ,6.793779999999999
002324.SZ,7.167999999999998
002325.SZ,2.05121
002326.SZ,6.45519
002327.SZ,4.89412
002328.SZ,2.54835
002329.SZ,3.0380000000000003
002330.SZ,3.63986
002331.SZ,7.818089999999999
002332.SZ,4.78121
002333.SZ,3.6261400000000004
002334.SZ,3.80086
002335.SZ,11.28708
002336.SZ,4.76273
002339.SZ,4.0719
002340.SZ,3.55999
002341.SZ,3.8978799999999993
002342.SZ,2.639
002343.SZ,6.7620000000000005
002345.SZ,3.472
002346.SZ,9.53652
002348.SZ,2.695
002349.SZ,5.092079999999998
002350.SZ,5.14255
002352.SZ,24.92168
002353.SZ,12.14605
002355.SZ,6.16
002357.SZ,4.9217
002358.SZ,7.38045
002360.SZ,4.002879999999998
002361.SZ,3.0361799999999994
002362.SZ,9.701999999999998
002364.SZ,8.38537
002365.SZ,7.11613
002366.SZ,6.994819999999999
002367.SZ,3.4057800000000005
002369.SZ,6.674639999999999
002370.SZ,8.531880000000001
002372.SZ,8.541469999999999
002373.SZ,12.38846
002374.SZ,2.408
002375.SZ,4.605580000000001
002376.SZ,10.32759
002377.SZ,3.633
002378.SZ,4.68573
002379.SZ,2.52
002381.SZ,7.091
002382.SZ,11.779459999999998
002383.SZ,8.959999999999997
002384.SZ,11.01177
002388.SZ,4.158
002389.SZ,8.537339999999999
002390.SZ,2.947
002392.SZ,2.52637
002394.SZ,8.77737
002395.SZ,9.266739999999999
002397.SZ,3.969
002398.SZ,4.199999999999998
002399.SZ,12.055539999999999
002400.SZ,1.7931199999999998
002402.SZ,6.244
002403.SZ,6.05976
002404.SZ,4.592
002407.SZ,8.83043
002408.SZ,4.423089999999998
002409.SZ,11.2
002410.SZ,11.83189
002411.SZ,16.251269999999998
002412.SZ,7.55622
002413.SZ,4.31725
002414.SZ,13.355999999999998
002415.SZ,23.10973
002416.SZ,4.60677
002418.SZ,2.639
002421.SZ,3.14265
002422.SZ,20.671
002423.SZ,8.407
002424.SZ,7.509599999999999
002425.SZ,4.06931
002426.SZ,2.359
002428.SZ,4.619999999999999
002429.SZ,1.7009999999999998
002431.SZ,2.905
002432.SZ,4.27
002433.SZ,4.066929999999998
002434.SZ,4.624269999999999
002435.SZ,3.22
002436.SZ,4.424
002438.SZ,5.103280000000001
002439.SZ,19.93691
002446.SZ,5.056449999999999
002448.SZ,4.899019999999998
002449.SZ,8.946
002451.SZ,4.906999999999999
002453.SZ,4.053
002455.SZ,4.382280000000001
002456.SZ,7.489999999999998
002457.SZ,7.401029999999999
002458.SZ,17.57
002459.SZ,8.399999999999999
002460.SZ,19.07017
002462.SZ,13.391839999999998
002464.SZ,4.02647
002466.SZ,20.92839
002467.SZ,2.43348
002468.SZ,18.774
002470.SZ,2.898
002471.SZ,2.07879
002472.SZ,4.77785
002474.SZ,5.754
002475.SZ,9.9848
002478.SZ,4.22359
002480.SZ,3.486
002481.SZ,4.3119999999999985
002482.SZ,3.3675599999999997
002483.SZ,3.20376
002485.SZ,4.50975
002487.SZ,3.27516
002488.SZ,6.047999999999999
002489.SZ,2.38756
002490.SZ,3.479
002491.SZ,6.266469999999999
002492.SZ,4.315569999999999
002495.SZ,1.96
002496.SZ,1.715
002497.SZ,4.26657
002502.SZ,2.576
002503.SZ,1.995
002505.SZ,1.372
002506.SZ,4.592
002507.SZ,18.64058
002509.SZ,1.47
002510.SZ,3.34425
002513.SZ,4.347
002514.SZ,5.1309999999999985
002515.SZ,4.032
002516.SZ,2.24903
002518.SZ,5.02453
002519.SZ,3.395
002520.SZ,6.095249999999999
002522.SZ,4.977
002524.SZ,4.137
002526.SZ,1.69505
002527.SZ,4.55
002528.SZ,3.479
002529.SZ,5.172999999999999
002530.SZ,4.675999999999998
002531.SZ,4.5391499999999985
002532.SZ,4.03578
002533.SZ,3.5550199999999994
002535.SZ,2.9889999999999994
002536.SZ,4.35526
002537.SZ,5.369
002538.SZ,3.619
002539.SZ,3.37176
002540.SZ,3.76082
002541.SZ,6.28145
002542.SZ,3.62215
002545.SZ,5.35318
002547.SZ,8.26
002548.SZ,5.25
002549.SZ,4.49071
002551.SZ,4.17242
002552.SZ,5.018999999999999
002553.SZ,4.4963799999999985
002554.SZ,2.478
002555.SZ,8.43864
002556.SZ,4.14848
002557.SZ,16.632
002558.SZ,17.404799999999998
002560.SZ,3.332
002562.SZ,3.62705
002563.SZ,6.8693100000000005
002565.SZ,2.3626400000000003
002567.SZ,8.504999999999999
002568.SZ,11.004000000000001
002570.SZ,4.563999999999999
002571.SZ,3.696
002572.SZ,15.94719
002573.SZ,5.19855
002575.SZ,5.761
002576.SZ,7.052499999999998
002578.SZ,2.97332
002579.SZ,7.1986599999999985
002582.SZ,7.0537600000000005
002583.SZ,7.566649999999999
002585.SZ,4.0805799999999985
002586.SZ,3.3665800000000004
002587.SZ,4.0854800000000004
002588.SZ,3.73611
002589.SZ,5.67448
002591.SZ,5.25
002592.SZ,9.086
002593.SZ,2.38882
002595.SZ,14.232679999999998
002596.SZ,4.92905
002597.SZ,15.029279999999998
002598.SZ,5.8919
002599.SZ,4.16493
002600.SZ,1.981
002601.SZ,10.33501
002602.SZ,8.3622
002603.SZ,8.946349999999997
002605.SZ,6.79392
002606.SZ,5.0539999999999985
002607.SZ,8.302
002609.SZ,5.00024
002610.SZ,1.344
002611.SZ,3.514
002612.SZ,7.83482
002614.SZ,11.88089
002615.SZ,3.94499
002616.SZ,5.642
002617.SZ,3.22
002618.SZ,9.674
002619.SZ,2.66791
002620.SZ,5.31881
002621.SZ,5.888889999999999
002623.SZ,12.775
002625.SZ,8.19
002626.SZ,10.67969
002628.SZ,4.305
002630.SZ,2.177
002631.SZ,5.20751
002632.SZ,5.828619999999999
002633.SZ,6.026999999999999
002634.SZ,3.388
002635.SZ,9.88057
002637.SZ,6.275569999999999
002639.SZ,5.12435
002640.SZ,6.20697
002641.SZ,3.0444400000000003
002643.SZ,6.3413
002645.SZ,6.51
002646.SZ,9.226
002647.SZ,12.62345
002648.SZ,9.044769999999998
002649.SZ,6.0059999999999985
002651.SZ,3.38541
002652.SZ,2.8280000000000003
002653.SZ,10.752
002654.SZ,3.61193
002656.SZ,3.2760000000000002
002657.SZ,15.175999999999998
002658.SZ,5.3337900000000005
002659.SZ,5.8519999999999985
002660.SZ,4.4449999999999985
002661.SZ,10.84174
002662.SZ,2.54632
002666.SZ,3.09988
002669.SZ,9.14816
002670.SZ,7.785539999999999
002671.SZ,3.8773699999999995
002672.SZ,8.803410000000001
002674.SZ,5.846049999999999
002675.SZ,6.83942
002677.SZ,8.12399
002679.SZ,12.10405
002681.SZ,3.164
002683.SZ,6.1006399999999985
002685.SZ,4.753279999999998
002686.SZ,4.9808499999999984
002687.SZ,4.301989999999999
002688.SZ,3.8719799999999993
002689.SZ,3.528
002691.SZ,6.06515
002693.SZ,3.465
002694.SZ,3.122
002696.SZ,5.301309999999999
002697.SZ,4.1920899999999985
002698.SZ,4.769379999999999
002699.SZ,4.396
002700.SZ,6.4694
002701.SZ,4.1789999999999985
002702.SZ,3.61466
002703.SZ,3.185
002705.SZ,6.2043099999999995
002706.SZ,4.97994
002706.SZ,4.97994
002707.SZ,4.61797
002708.SZ,5.3199999999999985
002709.SZ,11.27392
002712.SZ,5.07514
002713.SZ,7.321929999999999
002714.SZ,46.58311000000001
002715.SZ,12.214999999999998
002717.SZ,4.51759
002718.SZ,15.14289
002719.SZ,8.61
002722.SZ,12.298860000000001
002723.SZ,6.824999999999998
002725.SZ,6.28565
002726.SZ,6.125
002727.SZ,18.396
002728.SZ,10.969000000000001
002730.SZ,4.9050400000000005
002731.SZ,7.2116799999999985
002733.SZ,6.069069999999999
002734.SZ,9.506
002735.SZ,10.18899
002737.SZ,12.3053
002738.SZ,12.169009999999998
002740.SZ,4.75916
002741.SZ,10.63993
002742.SZ,5.964
002743.SZ,4.8097
002745.SZ,8.964619999999998
002746.SZ,12.8429
002750.SZ,8.581999999999999
002751.SZ,17.699360000000002
002752.SZ,4.99674
002753.SZ,7.475089999999999
002756.SZ,10.262
002757.SZ,15.930319999999998
002758.SZ,6.6796099999999985
002759.SZ,9.835
002760.SZ,13.895
002761.SZ,6.90592
002762.SZ,3.96767
002763.SZ,5.8009
002765.SZ,4.86402
002767.SZ,9.81141
002768.SZ,19.54484
002769.SZ,7.299879999999999
002771.SZ,7.8778000000000015
002772.SZ,5.69128
002774.SZ,6.785799999999999
002775.SZ,5.27422
002776.SZ,6.7525499999999985
002778.SZ,12.61694
002779.SZ,12.688199999999998
002780.SZ,14.07
002781.SZ,13.32744
002782.SZ,9.25491
002783.SZ,5.6770000000000005
002785.SZ,8.007019999999999
002786.SZ,5.0796199999999985
002787.SZ,6.0676700000000015
002788.SZ,5.62674
002789.SZ,14.52374
002792.SZ,14.230999999999998
002793.SZ,11.235
002795.SZ,10.82571
002796.SZ,21.9828
002797.SZ,3.77986
002798.SZ,15.811319999999998
002800.SZ,14.535570000000002
002802.SZ,15.62085
002803.SZ,14.287
002805.SZ,8.43731
002806.SZ,12.44369
002809.SZ,10.19004
002810.SZ,11.13735
002811.SZ,12.01522
002812.SZ,24.47907
002813.SZ,21.36358
002815.SZ,9.85747
002817.SZ,13.205570000000002
002819.SZ,14.020509999999998
002822.SZ,4.991630000000001
002823.SZ,8.68056
002824.SZ,8.30655
002826.SZ,8.51459
002828.SZ,8.874460000000001
002829.SZ,12.830999999999998
002831.SZ,17.5266
002832.SZ,14.549710000000001
002833.SZ,26.63913
002837.SZ,12.80839
002838.SZ,9.28956
002840.SZ,12.922
002842.SZ,6.622909999999999
002843.SZ,6.7144
002845.SZ,12.53455
002846.SZ,9.393930000000001
002848.SZ,8.092
002849.SZ,12.61925
002850.SZ,15.869699999999998
002851.SZ,14.88144
002852.SZ,10.359160000000001
002853.SZ,15.22493
002856.SZ,15.097039999999998
002857.SZ,7.306319999999999
002858.SZ,13.294119999999998
002859.SZ,20.545
002860.SZ,12.20912
002861.SZ,15.74384
002862.SZ,14.78729
002863.SZ,4.89265
002865.SZ,13.75801
002867.SZ,15.14569
002868.SZ,10.613539999999999
002869.SZ,31.27327
002873.SZ,12.842410000000001
002876.SZ,19.45293
002877.SZ,6.558999999999998
002878.SZ,14.565179999999998
002879.SZ,9.7454
002881.SZ,16.044
002882.SZ,8.176630000000001
002885.SZ,10.441199999999998
002886.SZ,12.008079999999998
002888.SZ,12.12274
002891.SZ,12.691209999999998
002893.SZ,9.088449999999998
002895.SZ,9.71026
002896.SZ,19.10783
002897.SZ,13.54766
002898.SZ,11.066859999999998
002899.SZ,9.233
002900.SZ,8.87502
002907.SZ,12.403999999999998
002908.SZ,8.390199999999998
002909.SZ,6.755
002913.SZ,30.781659999999995
002915.SZ,14.777000000000001
002919.SZ,9.69787
002922.SZ,10.345999999999998
002923.SZ,13.272629999999998
002925.SZ,26.775
002927.SZ,14.848120000000002
002929.SZ,24.625789999999995
002930.SZ,12.933689999999999
002931.SZ,18.921
002933.SZ,38.01189
002937.SZ,11.13
002940.SZ,28.226029999999994
002943.SZ,23.94
002947.SZ,26.439
002958.SZ,5.1538900000000005
300001.SZ,14.00588
300002.SZ,2.7510000000000003
300003.SZ,17.009999999999998
300004.SZ,3.346
300006.SZ,2.7314700000000003
300007.SZ,7.795619999999999
300008.SZ,1.9040000000000001
300009.SZ,10.045910000000001
300010.SZ,6.1389999999999985
300011.SZ,5.4670000000000005
300012.SZ,3.36343
300013.SZ,7.680610000000001
300014.SZ,17.401999999999994
300015.SZ,20.916
300016.SZ,5.999
300017.SZ,5.4614
300018.SZ,4.305
300019.SZ,4.738999999999999
300020.SZ,6.8986399999999986
300021.SZ,3.66352
300022.SZ,3.542
300023.SZ,4.3679999999999986
300026.SZ,2.92292
300027.SZ,4.018
300031.SZ,9.625
300035.SZ,3.41355
300037.SZ,17.846079999999994
300038.SZ,7.857289999999999
300039.SZ,3.32668
300040.SZ,3.47074
300041.SZ,4.5820599999999985
300042.SZ,6.49999
300043.SZ,3.57035
300044.SZ,5.06765
300045.SZ,6.90165
300047.SZ,5.90191
300048.SZ,2.1
300048.SZ,2.1
300050.SZ,4.465999999999998
300051.SZ,4.928
300052.SZ,7.755509999999999
300053.SZ,6.46359
300054.SZ,5.857879999999999
300056.SZ,5.018999999999999
300057.SZ,3.4712999999999994
300058.SZ,3.7634800000000004
300059.SZ,7.214059999999999
300061.SZ,5.124
300062.SZ,4.277349999999998
300063.SZ,2.765
300065.SZ,10.16043
300067.SZ,3.75186
300068.SZ,10.487680000000001
300070.SZ,6.022099999999999
300071.SZ,2.212
300072.SZ,5.94223
300074.SZ,3.346
300076.SZ,3.55628
300078.SZ,7.236529999999999
300081.SZ,7.427069999999999
300082.SZ,5.1439499999999985
300083.SZ,1.925
300084.SZ,4.319
300086.SZ,3.7322599999999997
300087.SZ,6.40626
300088.SZ,4.15191
300091.SZ,2.926
300092.SZ,4.19342
300093.SZ,5.2010000000000005
300094.SZ,3.8249400000000002
300095.SZ,4.319
300096.SZ,5.340999999999998
300097.SZ,8.931999999999997
300098.SZ,4.82503
300100.SZ,5.85025
300108.SZ,3.962
300109.SZ,12.29753
300110.SZ,2.8572599999999997
300111.SZ,1.351
300111.SZ,1.351
300112.SZ,6.2206199999999985
300113.SZ,11.96622
300115.SZ,7.192289999999999
300117.SZ,2.9526699999999995
300118.SZ,6.584409999999999
300119.SZ,8.386000000000001
300120.SZ,4.23766
300121.SZ,6.46786
300122.SZ,33.828129999999994
300123.SZ,6.208999999999999
300124.SZ,19.38279
300127.SZ,10.016160000000001
300128.SZ,2.898
300129.SZ,2.84242
300130.SZ,9.08726
300131.SZ,3.97488
300132.SZ,8.75
300133.SZ,6.12234
300134.SZ,5.691
300135.SZ,2.29999
300136.SZ,18.06469
300138.SZ,5.940479999999999
300139.SZ,8.918
300140.SZ,7.0069300000000005
300142.SZ,13.01944
300143.SZ,7.126
300144.SZ,14.517789999999998
300145.SZ,2.975
300146.SZ,14.93373
300147.SZ,5.51642
300148.SZ,3.4979
300149.SZ,12.749239999999999
300150.SZ,3.67171
300151.SZ,4.43149
300158.SZ,3.675
300159.SZ,3.98132
300160.SZ,2.75184
300162.SZ,4.4030000000000005
300163.SZ,2.9610000000000003
300164.SZ,4.99898
300166.SZ,10.141810000000001
300167.SZ,4.011
300168.SZ,8.519
300169.SZ,2.94
300170.SZ,9.16573
300173.SZ,3.815
300175.SZ,2.99852
300178.SZ,4.52809
300179.SZ,3.059
300182.SZ,3.1710000000000003
300184.SZ,5.831
300185.SZ,1.44249
300188.SZ,12.06499
300190.SZ,4.63547
300190.SZ,4.63547
300191.SZ,15.855
300192.SZ,7.314999999999999
300193.SZ,5.4110000000000005
300194.SZ,3.318
300196.SZ,6.587000000000001
300197.SZ,2.31
300198.SZ,2.7510000000000003
300198.SZ,2.7510000000000003
300199.SZ,7.399
300200.SZ,6.08391
300201.SZ,3.82648
300203.SZ,18.92254
300204.SZ,9.856
300206.SZ,4.8178899999999985
300207.SZ,8.38285
300208.SZ,5.047280000000001
300209.SZ,10.35335
300210.SZ,3.3739999999999997
300211.SZ,3.18794
300212.SZ,15.119229999999998
300213.SZ,4.39971
300214.SZ,3.1873099999999996
300215.SZ,4.821599999999999
300217.SZ,1.6823099999999998
300218.SZ,5.09621
300220.SZ,8.068760000000001
300222.SZ,9.69234
300223.SZ,15.823919999999998
300224.SZ,5.096
300225.SZ,4.081
300227.SZ,8.28457
300228.SZ,2.87
300229.SZ,6.39492
300230.SZ,3.00342
300231.SZ,5.58341
300232.SZ,7.222599999999999
300233.SZ,12.821339999999998
300234.SZ,7.720999999999999
300235.SZ,7.580999999999999
